PNA ID	Chromosome ID	Alignment Strand	Alignment Start	Feature Start	Alignment to STC	Feature Info
thrL_3	NC_000913.3	-	142677	142670	-7	ID=cds121;Parent=gene123;Dbxref=ASAP:ABE-0000442,UniProtKB/Swiss-Prot:P61517,Genbank:NP_414668.1,EcoGene:EG12319,GeneID:944832;Name=NP_414668.1;Note=putative carbonic anhdrase;gbkey=CDS;gene=can;product=carbonic anhydrase;protein_id=NP_414668.1;transl_table=11	
thrL_0	NC_000913.3	-	149628	149601	-27	ID=cds129;Parent=gene131;Dbxref=ASAP:ABE-0000467,UniProtKB/Swiss-Prot:P31057,Genbank:NP_414676.1,EcoGene:EG11675,GeneID:944839;Name=NP_414676.1;Ontology_term=GO:0005737,GO:0015937;experiment=N-terminus verified by Edman degradation: PMID 8096212%2C9298646;gbkey=CDS;gene=panB;go_component=cytoplasm|0005737||;go_process=coenzyme A biosynthetic process|0015937||;product=3-methyl-2-oxobutanoate hydroxymethyltransferase;protein_id=NP_414676.1;transl_table=11	
thrL_5	NC_000913.3	+	256521	256527	-5	ID=cds229;Parent=gene239;Dbxref=ASAP:ABE-0000817,UniProtKB/Swiss-Prot:P04335,Genbank:NP_414774.1,EcoGene:EG11091,GeneID:946039;Name=NP_414774.1;gbkey=CDS;gene=frsA;product=fermentation-respiration switch protein%3B PTS Enzyme IIA(Glc)-binding protein%3B pNP-butyrate esterase activity;protein_id=NP_414774.1;transl_table=11	
thrB_0	NC_000913.3	+	320216	320227	-10	ID=cds304;Parent=gene317;Dbxref=ASAP:ABE-0001054,UniProtKB/Swiss-Prot:P77379,Genbank:NP_414839.1,EcoGene:EG13581,GeneID:945616;Name=NP_414839.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=rclR;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=reactive chlorine species (RCS)-specific activator of the rcl genes;protein_id=NP_414839.1;transl_table=11	
thrB_1	NC_000913.3	+	320217	320227	-9	ID=cds304;Parent=gene317;Dbxref=ASAP:ABE-0001054,UniProtKB/Swiss-Prot:P77379,Genbank:NP_414839.1,EcoGene:EG13581,GeneID:945616;Name=NP_414839.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=rclR;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=reactive chlorine species (RCS)-specific activator of the rcl genes;protein_id=NP_414839.1;transl_table=11	
thrB_2	NC_000913.3	+	320218	320227	-8	ID=cds304;Parent=gene317;Dbxref=ASAP:ABE-0001054,UniProtKB/Swiss-Prot:P77379,Genbank:NP_414839.1,EcoGene:EG13581,GeneID:945616;Name=NP_414839.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=rclR;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=reactive chlorine species (RCS)-specific activator of the rcl genes;protein_id=NP_414839.1;transl_table=11	
thrC_7	NC_000913.3	-	451613	451610	-3	ID=cds424;Parent=gene437;Dbxref=ASAP:ABE-0001495,UniProtKB/Swiss-Prot:P0ABJ1,Genbank:NP_414966.1,EcoGene:EG10178,GeneID:945080;Name=NP_414966.1;Ontology_term=GO:0009274,GO:0019866,GO:0009060;gbkey=CDS;gene=cyoA;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=aerobic respiration|0009060||;product=cytochrome o ubiquinol oxidase subunit II;protein_id=NP_414966.1;transl_table=11	
thrL_6	NC_000913.3	-	465551	465547	-4	ID=cds436;Parent=gene449;Dbxref=ASAP:ABE-0001539,UniProtKB/Swiss-Prot:P77756,Genbank:NP_414978.1,EcoGene:EG13252,GeneID:947034;Name=NP_414978.1;Ontology_term=GO:0006805;gbkey=CDS;gene=queC;go_process=xenobiotic metabolic process|0006805||;product=7-cyano-7-deazaguanine (preQ0) synthase%3B queuosine biosynthesis;protein_id=NP_414978.1;transl_table=11	
thrC_7	NC_000913.3	+	475375	475379	-3	ID=cds445;Parent=gene458;Dbxref=ASAP:ABE-0001574,UniProtKB/Swiss-Prot:P77717,Genbank:NP_414987.3,EcoGene:EG13253,GeneID:945070;Name=NP_414987.3;Note=glycoprotein/polysaccharide metabolism;Ontology_term=GO:0042158,GO:0009101;gbkey=CDS;gene=ybaY;go_process=lipoprotein biosynthetic process|0042158||,glycoprotein biosynthetic process|0009101||;product=outer membrane lipoprotein;protein_id=NP_414987.3;transl_table=11	
thrL_3	NC_000913.3	+	500117	500125	-7	ID=cds468;Parent=gene482;Dbxref=ASAP:ABE-0001655,UniProtKB/Swiss-Prot:P0AEW6,Genbank:NP_415010.1,EcoGene:EG11102,GeneID:946584;Name=NP_415010.1;Note=inosine-guanosine kinase;Ontology_term=GO:0015949;experiment=N-terminus verified by Edman degradation: PMID 7721718;gbkey=CDS;gene=gsk;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=inosine/guanosine kinase;protein_id=NP_415010.1;transl_table=11	
thrL_4	NC_000913.3	+	500118	500125	-6	ID=cds468;Parent=gene482;Dbxref=ASAP:ABE-0001655,UniProtKB/Swiss-Prot:P0AEW6,Genbank:NP_415010.1,EcoGene:EG11102,GeneID:946584;Name=NP_415010.1;Note=inosine-guanosine kinase;Ontology_term=GO:0015949;experiment=N-terminus verified by Edman degradation: PMID 7721718;gbkey=CDS;gene=gsk;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=inosine/guanosine kinase;protein_id=NP_415010.1;transl_table=11	
yaaX_6	NC_000913.3	+	677410	677415	-4	ID=cds642;Parent=gene660;Dbxref=ASAP:ABE-0002210,UniProtKB/Swiss-Prot:P77381,Genbank:NP_415179.1,EcoGene:EG13649,GeneID:945245;Name=NP_415179.1;Note=putative enzyme of polynucleotide modification;Ontology_term=GO:0006457;gbkey=CDS;gene=djlB;go_process=protein folding|0006457||;product=putative HscC co-chaperone%2C uncharacterized J domain-containing protein;protein_id=NP_415179.1;transl_table=11	
thrL_10	NC_000913.3	-	710725	710725	0	ID=cds669;Parent=gene694;Dbxref=UniProtKB/Swiss-Prot:A8DYP9,Genbank:YP_001491546.1,EcoGene:EG14465,GeneID:5625562;Name=YP_001491546.1;gbkey=CDS;gene=uof;product=ryhB-regulated fur leader peptide;protein_id=YP_001491546.1;transl_table=11	
thrC_10	NC_000913.3	+	729133	729134	0	ID=cds687;Parent=gene712;Dbxref=ASAP:ABE-0002386,UniProtKB/Swiss-Prot:P0AAU2,Genbank:NP_415228.1,EcoGene:EG11521,GeneID:947452;Name=NP_415228.1;gbkey=CDS;gene=ybfA;product=DUF2517 family protein;protein_id=NP_415228.1;transl_table=11	
yaaX_5	NC_000913.3	-	807286	807281	-5	ID=cds753;Parent=gene785;Dbxref=ASAP:ABE-0002629,UniProtKB/Swiss-Prot:P46130,Genbank:NP_415293.1,EcoGene:EG12875,GeneID:945381;Name=NP_415293.1;Note=putative pectinesterase;Ontology_term=GO:0009279,GO:0008152,GO:0000272;gbkey=CDS;gene=ybhC;go_component=cell outer membrane|0009279||;go_process=metabolic process|0008152||,polysaccharide catabolic process|0000272||;product=acyl-CoA thioesterase%2C lipoprotein;protein_id=NP_415293.1;transl_table=11	
yaaX_3	NC_000913.3	-	807288	807281	-7	ID=cds753;Parent=gene785;Dbxref=ASAP:ABE-0002629,UniProtKB/Swiss-Prot:P46130,Genbank:NP_415293.1,EcoGene:EG12875,GeneID:945381;Name=NP_415293.1;Note=putative pectinesterase;Ontology_term=GO:0009279,GO:0008152,GO:0000272;gbkey=CDS;gene=ybhC;go_component=cell outer membrane|0009279||;go_process=metabolic process|0008152||,polysaccharide catabolic process|0000272||;product=acyl-CoA thioesterase%2C lipoprotein;protein_id=NP_415293.1;transl_table=11	
yaaX_2	NC_000913.3	-	807289	807281	-8	ID=cds753;Parent=gene785;Dbxref=ASAP:ABE-0002629,UniProtKB/Swiss-Prot:P46130,Genbank:NP_415293.1,EcoGene:EG12875,GeneID:945381;Name=NP_415293.1;Note=putative pectinesterase;Ontology_term=GO:0009279,GO:0008152,GO:0000272;gbkey=CDS;gene=ybhC;go_component=cell outer membrane|0009279||;go_process=metabolic process|0008152||,polysaccharide catabolic process|0000272||;product=acyl-CoA thioesterase%2C lipoprotein;protein_id=NP_415293.1;transl_table=11	
yaaX_1	NC_000913.3	-	807290	807281	-9	ID=cds753;Parent=gene785;Dbxref=ASAP:ABE-0002629,UniProtKB/Swiss-Prot:P46130,Genbank:NP_415293.1,EcoGene:EG12875,GeneID:945381;Name=NP_415293.1;Note=putative pectinesterase;Ontology_term=GO:0009279,GO:0008152,GO:0000272;gbkey=CDS;gene=ybhC;go_component=cell outer membrane|0009279||;go_process=metabolic process|0008152||,polysaccharide catabolic process|0000272||;product=acyl-CoA thioesterase%2C lipoprotein;protein_id=NP_415293.1;transl_table=11	
yaaX_0	NC_000913.3	-	807291	807281	-10	ID=cds753;Parent=gene785;Dbxref=ASAP:ABE-0002629,UniProtKB/Swiss-Prot:P46130,Genbank:NP_415293.1,EcoGene:EG12875,GeneID:945381;Name=NP_415293.1;Note=putative pectinesterase;Ontology_term=GO:0009279,GO:0008152,GO:0000272;gbkey=CDS;gene=ybhC;go_component=cell outer membrane|0009279||;go_process=metabolic process|0008152||,polysaccharide catabolic process|0000272||;product=acyl-CoA thioesterase%2C lipoprotein;protein_id=NP_415293.1;transl_table=11	
thrL_9	NC_000913.3	-	807910	807909	-1	ID=cds754;Parent=gene786;Dbxref=ASAP:ABE-0002632,UniProtKB/Swiss-Prot:P12994,Genbank:NP_415294.1,EcoGene:EG11238,GeneID:945383;Name=NP_415294.1;gbkey=CDS;gene=ybhB;product=kinase inhibitor homolog%2C UPF0098 family;protein_id=NP_415294.1;transl_table=11	
thrB_10	NC_000913.3	+	819047	819048	0	ID=cds765;Parent=gene797;Dbxref=ASAP:ABE-0002675,UniProtKB/Swiss-Prot:P30748,Genbank:NP_415305.1,EcoGene:EG11597,GeneID:945398;Name=NP_415305.1;Note=molybdopterin biosynthesis;Ontology_term=GO:0006777;experiment=N-terminus verified by Edman degradation: PMID 8514782;gbkey=CDS;gene=moaD;go_process=Mo-molybdopterin cofactor biosynthetic process|0006777||;product=molybdopterin synthase%2C small subunit;protein_id=NP_415305.1;transl_table=11	
thrA_2	NC_000913.3	-	862614	862606	-8	ID=cds804;Parent=gene836;Dbxref=ASAP:ABE-0002810,UniProtKB/Swiss-Prot:P75793,Genbank:NP_415344.1,EcoGene:EG13328,GeneID:945444;Name=NP_415344.1;Ontology_term=GO:0006113;gbkey=CDS;gene=ybiW;go_process=fermentation|0006113||;product=putative pyruvate formate lyase;protein_id=NP_415344.1;transl_table=11	
thrA_1	NC_000913.3	-	862615	862606	-9	ID=cds804;Parent=gene836;Dbxref=ASAP:ABE-0002810,UniProtKB/Swiss-Prot:P75793,Genbank:NP_415344.1,EcoGene:EG13328,GeneID:945444;Name=NP_415344.1;Ontology_term=GO:0006113;gbkey=CDS;gene=ybiW;go_process=fermentation|0006113||;product=putative pyruvate formate lyase;protein_id=NP_415344.1;transl_table=11	
thrA_0	NC_000913.3	-	862616	862606	-10	ID=cds804;Parent=gene836;Dbxref=ASAP:ABE-0002810,UniProtKB/Swiss-Prot:P75793,Genbank:NP_415344.1,EcoGene:EG13328,GeneID:945444;Name=NP_415344.1;Ontology_term=GO:0006113;gbkey=CDS;gene=ybiW;go_process=fermentation|0006113||;product=putative pyruvate formate lyase;protein_id=NP_415344.1;transl_table=11	
thrB_10	NC_000913.3	-	1067708	1067708	0	ID=cds986;Parent=gene1021;Dbxref=ASAP:ABE-0003392,UniProtKB/Swiss-Prot:P0A8G6,Genbank:NP_415524.1,EcoGene:EG11540,GeneID:947263;Name=NP_415524.1;Note=flavoprotein WrbA (Trp repressor binding protein);Ontology_term=GO:0005737;gbkey=CDS;gene=wrbA;go_component=cytoplasm|0005737||;product=NAD(P)H:quinone oxidoreductase;protein_id=NP_415524.1;transl_table=11	
thrL_6	NC_000913.3	-	1102545	1102541	-4	ID=cds1017;Parent=gene1053;Dbxref=ASAP:ABE-0003528,UniProtKB/Swiss-Prot:P0AE95,Genbank:NP_415557.1,EcoGene:EG13411,GeneID:945711;Name=NP_415557.1;Note=curli production assembly/transport component%2C 2nd curli operon;Ontology_term=GO:0009289;gbkey=CDS;gene=csgE;go_component=pilus|0009289||;product=curlin secretion specificity factor;protein_id=NP_415557.1;transl_table=11	
yaaX_8	NC_000913.3	-	1115482	1115490	8	ID=cds1030;Parent=gene1066;Dbxref=ASAP:ABE-0003572,UniProtKB/Swiss-Prot:P25744,Genbank:NP_415571.1,EcoGene:EG11343,GeneID:945627;Name=NP_415571.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=mdtG;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative drug efflux system protein;protein_id=NP_415571.1;transl_table=11	
yaaX_7	NC_000913.3	-	1115483	1115490	7	ID=cds1030;Parent=gene1066;Dbxref=ASAP:ABE-0003572,UniProtKB/Swiss-Prot:P25744,Genbank:NP_415571.1,EcoGene:EG11343,GeneID:945627;Name=NP_415571.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=mdtG;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative drug efflux system protein;protein_id=NP_415571.1;transl_table=11	
yaaX_5	NC_000913.3	-	1115485	1115490	5	ID=cds1030;Parent=gene1066;Dbxref=ASAP:ABE-0003572,UniProtKB/Swiss-Prot:P25744,Genbank:NP_415571.1,EcoGene:EG11343,GeneID:945627;Name=NP_415571.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=mdtG;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative drug efflux system protein;protein_id=NP_415571.1;transl_table=11	
thrA_7	NC_000913.3	+	1116803	1116807	-3	ID=cds1032;Parent=gene1068;Dbxref=ASAP:ABE-0003581,UniProtKB/Swiss-Prot:P24188,Genbank:NP_415573.1,EcoGene:EG11116,GeneID:945601;Name=NP_415573.1;Ontology_term=GO:0007049;gbkey=CDS;gene=yceA;go_process=cell cycle|0007049||;product=putative rhodanese-related sulfurtransferase;protein_id=NP_415573.1;transl_table=11	
thrA_8	NC_000913.3	+	1116804	1116807	-2	ID=cds1032;Parent=gene1068;Dbxref=ASAP:ABE-0003581,UniProtKB/Swiss-Prot:P24188,Genbank:NP_415573.1,EcoGene:EG11116,GeneID:945601;Name=NP_415573.1;Ontology_term=GO:0007049;gbkey=CDS;gene=yceA;go_process=cell cycle|0007049||;product=putative rhodanese-related sulfurtransferase;protein_id=NP_415573.1;transl_table=11	
thrA_9	NC_000913.3	+	1116805	1116807	-1	ID=cds1032;Parent=gene1068;Dbxref=ASAP:ABE-0003581,UniProtKB/Swiss-Prot:P24188,Genbank:NP_415573.1,EcoGene:EG11116,GeneID:945601;Name=NP_415573.1;Ontology_term=GO:0007049;gbkey=CDS;gene=yceA;go_process=cell cycle|0007049||;product=putative rhodanese-related sulfurtransferase;protein_id=NP_415573.1;transl_table=11	
thrC_3	NC_000913.3	+	1201489	1201497	-7	ID=cds1119;Parent=gene1156;Dbxref=ASAP:ABE-0003846,UniProtKB/Swiss-Prot:P75972,Genbank:NP_415661.2,EcoGene:EG14247,GeneID:945712;Name=NP_415661.2;gbkey=CDS;gene=ymfI;product=e14 prophage%3B uncharacterized protein;protein_id=NP_415661.2;transl_table=11	
thrB_1	NC_000913.3	+	1216738	1216748	-9	ID=cds1145;Parent=gene1182;Dbxref=ASAP:ABE-0003915,UniProtKB/Swiss-Prot:P75994,Genbank:NP_415685.1,EcoGene:EG14291,GeneID:945090;Name=NP_415685.1;gbkey=CDS;gene=ymgC;product=Blue light%2C low temperature and stress induced protein;protein_id=NP_415685.1;transl_table=11	
thrA_0	NC_000913.3	+	1263731	1263714	18	ID=cds1190;Parent=gene1227;Dbxref=ASAP:ABE-0004064,UniProtKB/Swiss-Prot:P0A6X1,Genbank:NP_415728.1,EcoGene:EG10427,GeneID:945777;Name=NP_415728.1;Note=glutamyl-tRNA reductase;Ontology_term=GO:0005737,GO:0042493;gbkey=CDS;gene=hemA;go_component=cytoplasm|0005737||;go_process=response to drug|0042493||;product=glutamyl tRNA reductase;protein_id=NP_415728.1;transl_table=11	
yaaX_8	NC_000913.3	-	1623869	1623850	-19	ID=cds1521;Parent=gene1571;Dbxref=ASAP:ABE-0005123,UniProtKB/Swiss-Prot:P31129,Genbank:NP_416052.1,EcoGene:EG11643,GeneID:946075;Name=NP_416052.1;gbkey=CDS;gene=dgcZ;product=diguanylate cyclase%2C zinc-sensing;protein_id=NP_416052.1;transl_table=11	
yaaX_7	NC_000913.3	-	1623870	1623850	-20	ID=cds1521;Parent=gene1571;Dbxref=ASAP:ABE-0005123,UniProtKB/Swiss-Prot:P31129,Genbank:NP_416052.1,EcoGene:EG11643,GeneID:946075;Name=NP_416052.1;gbkey=CDS;gene=dgcZ;product=diguanylate cyclase%2C zinc-sensing;protein_id=NP_416052.1;transl_table=11	
yaaX_6	NC_000913.3	-	1623871	1623850	-21	ID=cds1521;Parent=gene1571;Dbxref=ASAP:ABE-0005123,UniProtKB/Swiss-Prot:P31129,Genbank:NP_416052.1,EcoGene:EG11643,GeneID:946075;Name=NP_416052.1;gbkey=CDS;gene=dgcZ;product=diguanylate cyclase%2C zinc-sensing;protein_id=NP_416052.1;transl_table=11	
thrL_1	NC_000913.3	-	1704301	1704308	7	ID=cds1612;Parent=gene1663;Dbxref=ASAP:ABE-0005437,UniProtKB/Swiss-Prot:P77376,Genbank:NP_416141.4,EcoGene:EG13931,GeneID:947164;Name=NP_416141.4;gbkey=CDS;gene=ydgJ;product=putative oxidoreductase;protein_id=NP_416141.4;transl_table=11	
yaaX_5	NC_000913.3	+	1739914	1739911	4	ID=cds1650;Parent=gene1701;Dbxref=ASAP:ABE-0005551,UniProtKB/Swiss-Prot:P37597,Genbank:YP_025306.1,EcoGene:EG12141,GeneID:946077;Name=YP_025306.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydhC;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative arabinose efflux transporter;protein_id=YP_025306.1;transl_table=11	
yaaX_5	NC_000913.3	+	1771065	1771071	-5	ID=cds1678;Parent=gene1733;Dbxref=ASAP:ABE-0005645,UniProtKB/Swiss-Prot:P76197,Genbank:NP_416205.1,EcoGene:EG13972,GeneID:946196;Name=NP_416205.1;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416205.1;transl_table=11	
yaaX_6	NC_000913.3	+	1771066	1771071	-4	ID=cds1678;Parent=gene1733;Dbxref=ASAP:ABE-0005645,UniProtKB/Swiss-Prot:P76197,Genbank:NP_416205.1,EcoGene:EG13972,GeneID:946196;Name=NP_416205.1;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ydiM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS transporter%2C membrane protein;protein_id=NP_416205.1;transl_table=11	
thrB_6	NC_000913.3	+	1894104	1894133	-28	ID=cds1800;Parent=gene1855;Dbxref=ASAP:ABE-0006024,UniProtKB/Swiss-Prot:P64490,Genbank:NP_416324.2,EcoGene:EG13515,GeneID:946308;Name=NP_416324.2;gbkey=CDS;gene=yoaC;product=DUF1889 family protein;protein_id=NP_416324.2;transl_table=11	
yaaX_6	NC_000913.3	-	2133401	2133397	-4	ID=cds2043;Parent=gene2111;Dbxref=ASAP:ABE-0006816,UniProtKB/Swiss-Prot:P77414,Genbank:NP_416563.1,EcoGene:EG13569,GeneID:946570;Name=NP_416563.1;Note=putative regulator;Ontology_term=GO:0009242;gbkey=CDS;gene=wcaA;go_process=colanic acid biosynthetic process|0009242||;product=putative glycosyl transferase;protein_id=NP_416563.1;transl_table=11	
yaaX_5	NC_000913.3	-	2133402	2133397	-5	ID=cds2043;Parent=gene2111;Dbxref=ASAP:ABE-0006816,UniProtKB/Swiss-Prot:P77414,Genbank:NP_416563.1,EcoGene:EG13569,GeneID:946570;Name=NP_416563.1;Note=putative regulator;Ontology_term=GO:0009242;gbkey=CDS;gene=wcaA;go_process=colanic acid biosynthetic process|0009242||;product=putative glycosyl transferase;protein_id=NP_416563.1;transl_table=11	
thrL_10	NC_000913.3	-	2184516	2184516	0	ID=cds2087;Parent=gene2158;Dbxref=ASAP:ABE-0006958,UniProtKB/Swiss-Prot:P76422,Genbank:NP_416606.1,EcoGene:EG14068,GeneID:946459;Name=NP_416606.1;Note=phosphomethylpyrimidine kinase;Ontology_term=GO:0009228;gbkey=CDS;gene=thiD;go_process=thiamin biosynthetic process|0009228||;product=hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase;protein_id=NP_416606.1;transl_table=11	
thrL_9	NC_000913.3	-	2184517	2184516	-1	ID=cds2087;Parent=gene2158;Dbxref=ASAP:ABE-0006958,UniProtKB/Swiss-Prot:P76422,Genbank:NP_416606.1,EcoGene:EG14068,GeneID:946459;Name=NP_416606.1;Note=phosphomethylpyrimidine kinase;Ontology_term=GO:0009228;gbkey=CDS;gene=thiD;go_process=thiamin biosynthetic process|0009228||;product=hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase;protein_id=NP_416606.1;transl_table=11	
thrB_9	NC_000913.3	-	2212963	2212962	-1	ID=cds2108;Parent=gene2179;Dbxref=ASAP:ABE-0007023,UniProtKB/Swiss-Prot:P0AFT5,Genbank:NP_416629.4,EcoGene:EG12006,GeneID:949024;Name=NP_416629.4;gbkey=CDS;gene=yehT;product=putative response regulator in two-component system withYehU;protein_id=NP_416629.4;transl_table=11	
thrL_8	NC_000913.3	-	2302755	2302753	-2	ID=cds2189;Parent=gene2261;Dbxref=ASAP:ABE-0007289,UniProtKB/Swiss-Prot:P33937,Genbank:NP_416710.1,EcoGene:EG12067,GeneID:947093;Name=NP_416710.1;Note=probable nitrate reductase 3;Ontology_term=GO:0042597,GO:0009061;gbkey=CDS;gene=napA;go_component=periplasmic space|0042597||;go_process=anaerobic respiration|0009061||;product=nitrate reductase%2C periplasmic%2C large subunit;protein_id=NP_416710.1;transl_table=11	
thrB_10	NC_000913.3	+	2382715	2382713	3	ID=cds2253;Parent=gene2326;Dbxref=ASAP:ABE-0007499,UniProtKB/Swiss-Prot:Q47013,Genbank:NP_416772.1,EcoGene:EG14261,GeneID:946742;Name=NP_416772.1;Note=putative sulfatase / phosphatase;gbkey=CDS;gene=elaD;product=protease%2C capable of cleaving an AMC-ubiquitin model substrate;protein_id=NP_416772.1;transl_table=11	
thrC_0	NC_000913.3	+	2386923	2386934	-10	ID=cds2256;Parent=gene2329;Dbxref=ASAP:ABE-0007509,UniProtKB/Swiss-Prot:P76483,Genbank:NP_416775.1,EcoGene:EG14097,GeneID:946745;Name=NP_416775.1;gbkey=CDS;gene=yfbM;product=DUF1877 family protein;protein_id=NP_416775.1;transl_table=11	
thrC_1	NC_000913.3	+	2386924	2386934	-9	ID=cds2256;Parent=gene2329;Dbxref=ASAP:ABE-0007509,UniProtKB/Swiss-Prot:P76483,Genbank:NP_416775.1,EcoGene:EG14097,GeneID:946745;Name=NP_416775.1;gbkey=CDS;gene=yfbM;product=DUF1877 family protein;protein_id=NP_416775.1;transl_table=11	
thrB_2	NC_000913.3	-	2428647	2428626	-21	ID=cds2295;Parent=gene2368;Dbxref=ASAP:ABE-0007628,UniProtKB/Swiss-Prot:P0AG03,Genbank:NP_416814.1,EcoGene:EG11044,GeneID:949033;Name=NP_416814.1;Ontology_term=GO:0009060;gbkey=CDS;gene=ubiX;go_process=aerobic respiration|0009060||;product=3-octaprenyl-4-hydroxybenzoate carboxy-lyase;protein_id=NP_416814.1;transl_table=11	
thrC_2	NC_000913.3	-	2537245	2537237	-8	ID=cds2397;Parent=gene2478;Dbxref=ASAP:ABE-0007973,UniProtKB/Swiss-Prot:P40191,Genbank:NP_416913.1,EcoGene:EG12642,GeneID:946881;Name=NP_416913.1;Note=pyridoxal/pyridoxine/pyridoxamine kinase;gbkey=CDS;gene=pdxK;product=pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase;protein_id=NP_416913.1;transl_table=11	
thrL_10	NC_000913.3	-	2575457	2575457	0	ID=cds2440;Parent=gene2521;Dbxref=ASAP:ABE-0008105,UniProtKB/Swiss-Prot:P76556,Genbank:NP_416956.1,EcoGene:EG14191,GeneID:946933;Name=NP_416956.1;Ontology_term=GO:0009310;gbkey=CDS;gene=eutP;go_process=amine catabolic process|0009310||;product=putative P-loop NTPase ethanolamine utilization protein;protein_id=NP_416956.1;transl_table=11	
thrL_9	NC_000913.3	-	2575458	2575457	-1	ID=cds2440;Parent=gene2521;Dbxref=ASAP:ABE-0008105,UniProtKB/Swiss-Prot:P76556,Genbank:NP_416956.1,EcoGene:EG14191,GeneID:946933;Name=NP_416956.1;Ontology_term=GO:0009310;gbkey=CDS;gene=eutP;go_process=amine catabolic process|0009310||;product=putative P-loop NTPase ethanolamine utilization protein;protein_id=NP_416956.1;transl_table=11	
thrL_6	NC_000913.3	-	2575461	2575457	-4	ID=cds2440;Parent=gene2521;Dbxref=ASAP:ABE-0008105,UniProtKB/Swiss-Prot:P76556,Genbank:NP_416956.1,EcoGene:EG14191,GeneID:946933;Name=NP_416956.1;Ontology_term=GO:0009310;gbkey=CDS;gene=eutP;go_process=amine catabolic process|0009310||;product=putative P-loop NTPase ethanolamine utilization protein;protein_id=NP_416956.1;transl_table=11	
thrL_5	NC_000913.3	-	2575462	2575457	-5	ID=cds2440;Parent=gene2521;Dbxref=ASAP:ABE-0008105,UniProtKB/Swiss-Prot:P76556,Genbank:NP_416956.1,EcoGene:EG14191,GeneID:946933;Name=NP_416956.1;Ontology_term=GO:0009310;gbkey=CDS;gene=eutP;go_process=amine catabolic process|0009310||;product=putative P-loop NTPase ethanolamine utilization protein;protein_id=NP_416956.1;transl_table=11	
yaaX_10	NC_000913.3	-	2597627	2597618	-9	ID=cds2457;Parent=gene2538;Dbxref=ASAP:ABE-0008156,UniProtKB/Swiss-Prot:P0A7D7,Genbank:NP_416971.1,EcoGene:EG10791,GeneID:946957;Name=NP_416971.1;Note=phosphoribosylaminoimidazole-succinocarboxamide synthetase %3D SAICAR synthetase;Ontology_term=GO:0005737,GO:0006164;experiment=N-terminus verified by Edman degradation: PMID 2120198%2C9298646;gbkey=CDS;gene=purC;go_component=cytoplasm|0005737||;go_process=purine nucleotide biosynthetic process|0006164||;product=phosphoribosylaminoimidazole-succinocarboxamide synthetase;protein_id=NP_416971.1;transl_table=11	
thrL_5	NC_000913.3	-	2628943	2628938	-5	ID=cds2484;Parent=gene2565;Dbxref=ASAP:ABE-0008240,UniProtKB/Swiss-Prot:P77172,Genbank:NP_416998.1,EcoGene:EG14202,GeneID:946968;Name=NP_416998.1;Note=putative cytochrome C-type biogenesis protein;gbkey=CDS;gene=yfgF;product=cyclic-di-GMP phosphodiesterase%2C anaerobic;protein_id=NP_416998.1;transl_table=11	
thrA_7	NC_000913.3	-	2656767	2656736	-31	ID=cds2505;Parent=gene2587;Dbxref=ASAP:ABE-0008309,UniProtKB/Swiss-Prot:P0C0L9,Genbank:NP_417019.1,EcoGene:EG12311,GeneID:945196;Name=NP_417019.1;Ontology_term=GO:0006457;gbkey=CDS;gene=iscX;go_process=protein folding|0006457||;product=Fe(2+) donor and activity modulator for cysteine desulfurase;protein_id=NP_417019.1;transl_table=11	
