PNA ID	Chromosome ID	Alignment Strand	Alignment Start	Feature Start	Alignment to STC	Feature Info
thrC_4	NC_000913.3	+	180877	180884	-6	ID=cds156;Parent=gene158;Dbxref=ASAP:ABE-0000551,UniProtKB/Swiss-Prot:P0C0V0,Genbank:NP_414703.1,EcoGene:EG10463,GeneID:947139;Name=NP_414703.1;Note=periplasmic serine protease Do%3B heat shock protein HtrA;Ontology_term=GO:0042597,GO:0009266;gbkey=CDS;gene=degP;go_component=periplasmic space|0042597||;go_process=response to temperature stimulus|0009266||;product=serine endoprotease (protease Do)%2C membrane-associated;protein_id=NP_414703.1;transl_table=11	
yaaA_8	NC_000913.3	+	196543	196546	-2	ID=cds170;Parent=gene173;Dbxref=ASAP:ABE-0000603,UniProtKB/Swiss-Prot:P0AEH1,Genbank:NP_414718.1,EcoGene:EG12436,GeneID:944871;Name=NP_414718.1;gbkey=CDS;gene=rseP;product=inner membrane zinc RIP metalloprotease%3B RpoE activator%2C by degrading RseA%3B cleaved signal peptide endoprotease;protein_id=NP_414718.1;transl_table=11	
yaaA_9	NC_000913.3	+	196544	196546	-1	ID=cds170;Parent=gene173;Dbxref=ASAP:ABE-0000603,UniProtKB/Swiss-Prot:P0AEH1,Genbank:NP_414718.1,EcoGene:EG12436,GeneID:944871;Name=NP_414718.1;gbkey=CDS;gene=rseP;product=inner membrane zinc RIP metalloprotease%3B RpoE activator%2C by degrading RseA%3B cleaved signal peptide endoprotease;protein_id=NP_414718.1;transl_table=11	
yaaA_10	NC_000913.3	+	196545	196546	0	ID=cds170;Parent=gene173;Dbxref=ASAP:ABE-0000603,UniProtKB/Swiss-Prot:P0AEH1,Genbank:NP_414718.1,EcoGene:EG12436,GeneID:944871;Name=NP_414718.1;gbkey=CDS;gene=rseP;product=inner membrane zinc RIP metalloprotease%3B RpoE activator%2C by degrading RseA%3B cleaved signal peptide endoprotease;protein_id=NP_414718.1;transl_table=11	
yaaX_7	NC_000913.3	+	200478	200482	-3	ID=cds172;Parent=gene175;Dbxref=ASAP:ABE-0000608,UniProtKB/Swiss-Prot:P0AEU7,Genbank:NP_414720.1,EcoGene:EG10455,GeneID:944861;Name=NP_414720.1;Note=periplasmic molecular chaperone for outer membrane proteins;Ontology_term=GO:0009274,GO:0042597,GO:0006457;gbkey=CDS;gene=skp;go_component=peptidoglycan-based cell wall|0009274||,periplasmic space|0042597||;go_process=protein folding|0006457||;product=periplasmic chaperone;protein_id=NP_414720.1;transl_table=11	
yaaX_9	NC_000913.3	+	200480	200482	-1	ID=cds172;Parent=gene175;Dbxref=ASAP:ABE-0000608,UniProtKB/Swiss-Prot:P0AEU7,Genbank:NP_414720.1,EcoGene:EG10455,GeneID:944861;Name=NP_414720.1;Note=periplasmic molecular chaperone for outer membrane proteins;Ontology_term=GO:0009274,GO:0042597,GO:0006457;gbkey=CDS;gene=skp;go_component=peptidoglycan-based cell wall|0009274||,periplasmic space|0042597||;go_process=protein folding|0006457||;product=periplasmic chaperone;protein_id=NP_414720.1;transl_table=11	
yaaX_10	NC_000913.3	+	200481	200482	0	ID=cds172;Parent=gene175;Dbxref=ASAP:ABE-0000608,UniProtKB/Swiss-Prot:P0AEU7,Genbank:NP_414720.1,EcoGene:EG10455,GeneID:944861;Name=NP_414720.1;Note=periplasmic molecular chaperone for outer membrane proteins;Ontology_term=GO:0009274,GO:0042597,GO:0006457;gbkey=CDS;gene=skp;go_component=peptidoglycan-based cell wall|0009274||,periplasmic space|0042597||;go_process=protein folding|0006457||;product=periplasmic chaperone;protein_id=NP_414720.1;transl_table=11	
thrL_1	NC_000913.3	+	214823	214833	-9	ID=cds186;Parent=gene189;Dbxref=ASAP:ABE-0000650,UniProtKB/Swiss-Prot:P40711,Genbank:NP_414733.1,EcoGene:EG12354,GeneID:946046;Name=NP_414733.1;gbkey=CDS;gene=arfB;product=alternative stalled-ribosome rescue factor B%3B peptidyl-tRNA hydrolase%2C ribosome-attached;protein_id=NP_414733.1;transl_table=11	
thrL_2	NC_000913.3	+	214824	214833	-8	ID=cds186;Parent=gene189;Dbxref=ASAP:ABE-0000650,UniProtKB/Swiss-Prot:P40711,Genbank:NP_414733.1,EcoGene:EG12354,GeneID:946046;Name=NP_414733.1;gbkey=CDS;gene=arfB;product=alternative stalled-ribosome rescue factor B%3B peptidyl-tRNA hydrolase%2C ribosome-attached;protein_id=NP_414733.1;transl_table=11	
thrC_10.rev	NC_000913.3	-	221646	221621	-25	ID=cds193;Parent=gene196;Dbxref=ASAP:ABE-0000668,UniProtKB/Swiss-Prot:P31547,Genbank:NP_414740.1,EcoGene:EG11737,GeneID:944894;Name=NP_414740.1;Note=D- and L-methionine transport protein (ABC superfamily%2C membrane);Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=metI;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=DL-methionine transporter subunit;protein_id=NP_414740.1;transl_table=11	
thrA_5.rev	NC_000913.3	+	222840	222833	8	ID=cds195;Parent=gene198;Dbxref=ASAP:ABE-0000675,UniProtKB/Swiss-Prot:P63228,Genbank:NP_414742.1,EcoGene:EG11736,GeneID:944879;Name=NP_414742.1;gbkey=CDS;gene=gmhB;product=D%2CD-heptose 1%2C7-bisphosphate phosphatase;protein_id=NP_414742.1;transl_table=11	
thrA_4.rev	NC_000913.3	+	222841	222833	9	ID=cds195;Parent=gene198;Dbxref=ASAP:ABE-0000675,UniProtKB/Swiss-Prot:P63228,Genbank:NP_414742.1,EcoGene:EG11736,GeneID:944879;Name=NP_414742.1;gbkey=CDS;gene=gmhB;product=D%2CD-heptose 1%2C7-bisphosphate phosphatase;protein_id=NP_414742.1;transl_table=11	
thrA_3.rev	NC_000913.3	+	222842	222833	10	ID=cds195;Parent=gene198;Dbxref=ASAP:ABE-0000675,UniProtKB/Swiss-Prot:P63228,Genbank:NP_414742.1,EcoGene:EG11736,GeneID:944879;Name=NP_414742.1;gbkey=CDS;gene=gmhB;product=D%2CD-heptose 1%2C7-bisphosphate phosphatase;protein_id=NP_414742.1;transl_table=11	
thrA_2.rev	NC_000913.3	+	222843	222833	11	ID=cds195;Parent=gene198;Dbxref=ASAP:ABE-0000675,UniProtKB/Swiss-Prot:P63228,Genbank:NP_414742.1,EcoGene:EG11736,GeneID:944879;Name=NP_414742.1;gbkey=CDS;gene=gmhB;product=D%2CD-heptose 1%2C7-bisphosphate phosphatase;protein_id=NP_414742.1;transl_table=11	
yaaX_3	NC_000913.3	-	234789	234782	-7	ID=cds201;Parent=gene210;Dbxref=ASAP:ABE-0000707,UniProtKB/Swiss-Prot:P0AC84,Genbank:NP_414748.1,EcoGene:EG13330,GeneID:944902;Name=NP_414748.1;Note=probable hydroxyacylglutathione hydrolase;Ontology_term=GO:0009438;gbkey=CDS;gene=gloB;go_process=methylglyoxal metabolic process|0009438||;product=hydroxyacylglutathione hydrolase;protein_id=NP_414748.1;transl_table=11	
thrB_0	NC_000913.3	+	236043	236067	-23	ID=cds204;Parent=gene213;Dbxref=ASAP:ABE-0000722,UniProtKB/Swiss-Prot:P03007,Genbank:NP_414751.1,EcoGene:EG10243,GeneID:946441;Name=NP_414751.1;Note=DNA polymerase III%2C epsilon subunit;Ontology_term=GO:0005737,GO:0006261,GO:0006457;gbkey=CDS;gene=dnaQ;go_component=cytoplasm|0005737||;go_process=DNA-dependent DNA replication|0006261||,protein folding|0006457||;product=DNA polymerase III epsilon subunit;protein_id=NP_414751.1;transl_table=11	
thrB_2	NC_000913.3	+	236045	236067	-21	ID=cds204;Parent=gene213;Dbxref=ASAP:ABE-0000722,UniProtKB/Swiss-Prot:P03007,Genbank:NP_414751.1,EcoGene:EG10243,GeneID:946441;Name=NP_414751.1;Note=DNA polymerase III%2C epsilon subunit;Ontology_term=GO:0005737,GO:0006261,GO:0006457;gbkey=CDS;gene=dnaQ;go_component=cytoplasm|0005737||;go_process=DNA-dependent DNA replication|0006261||,protein folding|0006457||;product=DNA polymerase III epsilon subunit;protein_id=NP_414751.1;transl_table=11	
yaaX_4.rev	NC_000913.3	+	237321	237335	-13	ID=cds205;Parent=gene215;Dbxref=ASAP:ABE-0000727,UniProtKB/Swiss-Prot:P77339,Genbank:NP_414752.1,EcoGene:EG13332,GeneID:949009;Name=NP_414752.1;Note=putative aminopeptidase;gbkey=CDS;gene=yafT;product=lipoprotein;protein_id=NP_414752.1;transl_table=11	
yaaX_2.rev	NC_000913.3	+	237323	237335	-11	ID=cds205;Parent=gene215;Dbxref=ASAP:ABE-0000727,UniProtKB/Swiss-Prot:P77339,Genbank:NP_414752.1,EcoGene:EG13332,GeneID:949009;Name=NP_414752.1;Note=putative aminopeptidase;gbkey=CDS;gene=yafT;product=lipoprotein;protein_id=NP_414752.1;transl_table=11	
yaaX_1.rev	NC_000913.3	+	237324	237335	-10	ID=cds205;Parent=gene215;Dbxref=ASAP:ABE-0000727,UniProtKB/Swiss-Prot:P77339,Genbank:NP_414752.1,EcoGene:EG13332,GeneID:949009;Name=NP_414752.1;Note=putative aminopeptidase;gbkey=CDS;gene=yafT;product=lipoprotein;protein_id=NP_414752.1;transl_table=11	
yaaX_0.rev	NC_000913.3	+	237325	237335	-9	ID=cds205;Parent=gene215;Dbxref=ASAP:ABE-0000727,UniProtKB/Swiss-Prot:P77339,Genbank:NP_414752.1,EcoGene:EG13332,GeneID:949009;Name=NP_414752.1;Note=putative aminopeptidase;gbkey=CDS;gene=yafT;product=lipoprotein;protein_id=NP_414752.1;transl_table=11	
thrC_0.rev	NC_000913.3	-	238722	238736	14	ID=cds206;Parent=gene216;Dbxref=UniProtKB/Swiss-Prot:A5A605,Genbank:YP_001165307.1,EcoGene:EG14451,GeneID:5061498;Name=YP_001165307.1;gbkey=CDS;gene=ykfM;product=lethality reduction protein%2C putative inner membrane protein;protein_id=YP_001165307.1;transl_table=11	
thrA_6	NC_000913.3	-	238740	238736	-4	ID=cds206;Parent=gene216;Dbxref=UniProtKB/Swiss-Prot:A5A605,Genbank:YP_001165307.1,EcoGene:EG14451,GeneID:5061498;Name=YP_001165307.1;gbkey=CDS;gene=ykfM;product=lethality reduction protein%2C putative inner membrane protein;protein_id=YP_001165307.1;transl_table=11	
thrA_3	NC_000913.3	-	238743	238736	-7	ID=cds206;Parent=gene216;Dbxref=UniProtKB/Swiss-Prot:A5A605,Genbank:YP_001165307.1,EcoGene:EG14451,GeneID:5061498;Name=YP_001165307.1;gbkey=CDS;gene=ykfM;product=lethality reduction protein%2C putative inner membrane protein;protein_id=YP_001165307.1;transl_table=11	
yaaA_7	NC_000913.3	-	238752	238736	-16	ID=cds206;Parent=gene216;Dbxref=UniProtKB/Swiss-Prot:A5A605,Genbank:YP_001165307.1,EcoGene:EG14451,GeneID:5061498;Name=YP_001165307.1;gbkey=CDS;gene=ykfM;product=lethality reduction protein%2C putative inner membrane protein;protein_id=YP_001165307.1;transl_table=11	
thrC_7.rev	NC_000913.3	+	239079	239106	-26	ID=cds208;Parent=gene218;Dbxref=ASAP:ABE-0285024,UniProtKB/Swiss-Prot:Q2EEP9,EcoGene:EG11772,GeneID:1450235;Note=pseudogene%2C H repeat-associated protein;Ontology_term=GO:0005737;gbkey=CDS;gene=yafF;go_component=cytoplasm|0005737||;pseudo=true;transl_table=11	
yaaA_5	NC_000913.3	+	239095	239106	-10	ID=cds208;Parent=gene218;Dbxref=ASAP:ABE-0285024,UniProtKB/Swiss-Prot:Q2EEP9,EcoGene:EG11772,GeneID:1450235;Note=pseudogene%2C H repeat-associated protein;Ontology_term=GO:0005737;gbkey=CDS;gene=yafF;go_component=cytoplasm|0005737||;pseudo=true;transl_table=11	
yaaA_6	NC_000913.3	+	239096	239106	-9	ID=cds208;Parent=gene218;Dbxref=ASAP:ABE-0285024,UniProtKB/Swiss-Prot:Q2EEP9,EcoGene:EG11772,GeneID:1450235;Note=pseudogene%2C H repeat-associated protein;Ontology_term=GO:0005737;gbkey=CDS;gene=yafF;go_component=cytoplasm|0005737||;pseudo=true;transl_table=11	
yaaA_7	NC_000913.3	+	239097	239106	-8	ID=cds208;Parent=gene218;Dbxref=ASAP:ABE-0285024,UniProtKB/Swiss-Prot:Q2EEP9,EcoGene:EG11772,GeneID:1450235;Note=pseudogene%2C H repeat-associated protein;Ontology_term=GO:0005737;gbkey=CDS;gene=yafF;go_component=cytoplasm|0005737||;pseudo=true;transl_table=11	
yaaA_9	NC_000913.3	-	243304	243303	-1	ID=cds211;Parent=gene221;Dbxref=ASAP:ABE-0000743,UniProtKB/Swiss-Prot:Q47146,Genbank:NP_414756.2,EcoGene:EG13145,GeneID:949007;Name=NP_414756.2;Ontology_term=GO:0019395;gbkey=CDS;gene=fadE;go_process=fatty acid oxidation|0019395||;product=acyl coenzyme A dehydrogenase;protein_id=NP_414756.2;transl_table=11	
yaaA_6	NC_000913.3	+	243532	243543	-10	ID=cds212;Parent=gene222;Dbxref=ASAP:ABE-0000751,UniProtKB/Swiss-Prot:P63224,Genbank:NP_414757.1,EcoGene:EG13146,GeneID:949134;Name=NP_414757.1;Note=phosphoheptose isomerase;Ontology_term=GO:0005737,GO:0009244,GO:0042280;gbkey=CDS;gene=gmhA;go_component=cytoplasm|0005737||;go_function=cell surface antigen activity%2C host-interacting|0042280||;go_process=lipopolysaccharide core region biosynthetic process|0009244||;product=D-sedoheptulose 7-phosphate isomerase;protein_id=NP_414757.1;transl_table=11	
yaaA_9.rev	NC_000913.3	+	243553	243543	11	ID=cds212;Parent=gene222;Dbxref=ASAP:ABE-0000751,UniProtKB/Swiss-Prot:P63224,Genbank:NP_414757.1,EcoGene:EG13146,GeneID:949134;Name=NP_414757.1;Note=phosphoheptose isomerase;Ontology_term=GO:0005737,GO:0009244,GO:0042280;gbkey=CDS;gene=gmhA;go_component=cytoplasm|0005737||;go_function=cell surface antigen activity%2C host-interacting|0042280||;go_process=lipopolysaccharide core region biosynthetic process|0009244||;product=D-sedoheptulose 7-phosphate isomerase;protein_id=NP_414757.1;transl_table=11	
thrL_2	NC_000913.3	+	256518	256527	-8	ID=cds229;Parent=gene239;Dbxref=ASAP:ABE-0000817,UniProtKB/Swiss-Prot:P04335,Genbank:NP_414774.1,EcoGene:EG11091,GeneID:946039;Name=NP_414774.1;gbkey=CDS;gene=frsA;product=fermentation-respiration switch protein%3B PTS Enzyme IIA(Glc)-binding protein%3B pNP-butyrate esterase activity;protein_id=NP_414774.1;transl_table=11	
thrL_5	NC_000913.3	+	256521	256527	-5	ID=cds229;Parent=gene239;Dbxref=ASAP:ABE-0000817,UniProtKB/Swiss-Prot:P04335,Genbank:NP_414774.1,EcoGene:EG11091,GeneID:946039;Name=NP_414774.1;gbkey=CDS;gene=frsA;product=fermentation-respiration switch protein%3B PTS Enzyme IIA(Glc)-binding protein%3B pNP-butyrate esterase activity;protein_id=NP_414774.1;transl_table=11	
thrL_6	NC_000913.3	+	256522	256527	-4	ID=cds229;Parent=gene239;Dbxref=ASAP:ABE-0000817,UniProtKB/Swiss-Prot:P04335,Genbank:NP_414774.1,EcoGene:EG11091,GeneID:946039;Name=NP_414774.1;gbkey=CDS;gene=frsA;product=fermentation-respiration switch protein%3B PTS Enzyme IIA(Glc)-binding protein%3B pNP-butyrate esterase activity;protein_id=NP_414774.1;transl_table=11	
thrB_6	NC_000913.3	+	261472	261503	-30	ID=cds233;Parent=gene243;Dbxref=ASAP:ABE-0000832,UniProtKB/Swiss-Prot:P07004,Genbank:NP_414778.1,EcoGene:EG10767,GeneID:946680;Name=NP_414778.1;Ontology_term=GO:0005737,GO:0006561;experiment=N-terminus verified by Edman degradation: PMID 6089111;gbkey=CDS;gene=proA;go_component=cytoplasm|0005737||;go_process=proline biosynthetic process|0006561||;product=gamma-glutamylphosphate reductase;protein_id=NP_414778.1;transl_table=11	
thrA_4	NC_000913.3	-	263218	263212	-6	ID=cds234;Parent=gene245;Dbxref=EcoGene:EG14454,GeneID:5625552;Note=pseudogene%2C YdiA family;gbkey=CDS;gene=ykfN;pseudo=true;transl_table=11	
thrA_3	NC_000913.3	-	263219	263212	-7	ID=cds234;Parent=gene245;Dbxref=EcoGene:EG14454,GeneID:5625552;Note=pseudogene%2C YdiA family;gbkey=CDS;gene=ykfN;pseudo=true;transl_table=11	
thrA_2.rev	NC_000913.3	-	263225	263212	-13	ID=cds234;Parent=gene245;Dbxref=EcoGene:EG14454,GeneID:5625552;Note=pseudogene%2C YdiA family;gbkey=CDS;gene=ykfN;pseudo=true;transl_table=11	
thrL_4.rev	NC_000913.3	-	263692	263669	-23	ID=cds235;Parent=gene246;Dbxref=ASAP:ABE-0000836,UniProtKB/Swiss-Prot:P77692,Genbank:NP_414779.1,EcoGene:EG14333,GeneID:946726;Name=NP_414779.1;gbkey=CDS;gene=ykfI;product=CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system;protein_id=NP_414779.1;transl_table=11	
thrC_9	NC_000913.3	-	270183	270182	-1	ID=cds247;Parent=gene258;Dbxref=ASAP:ABE-0000862,UniProtKB/Swiss-Prot:Q57083,Genbank:NP_414788.1,EcoGene:EG13340,GeneID:945417;Name=NP_414788.1;Note=peroxide resistance protein;gbkey=CDS;gene=perR;product=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;protein_id=NP_414788.1;transl_table=11	
yaaX_10	NC_000913.3	-	270199	270182	-17	ID=cds247;Parent=gene258;Dbxref=ASAP:ABE-0000862,UniProtKB/Swiss-Prot:Q57083,Genbank:NP_414788.1,EcoGene:EG13340,GeneID:945417;Name=NP_414788.1;Note=peroxide resistance protein;gbkey=CDS;gene=perR;product=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;protein_id=NP_414788.1;transl_table=11	
thrL_8	NC_000913.3	+	276686	276715	-28	ID=cds253;Parent=gene265;Dbxref=ASAP:ABE-0000895,UniProtKB/Swiss-Prot:Q47690,Genbank:NP_414795.1,EcoGene:EG13343,GeneID:946143;Name=NP_414795.1;Ontology_term=GO:0006071,GO:0009086;gbkey=CDS;gene=mmuM;go_process=glycerol metabolic process|0006071||,methionine biosynthetic process|0009086||;product=CP4-6 prophage%3B S-methylmethionine:homocysteine methyltransferase;protein_id=NP_414795.1;transl_table=11	
thrC_2	NC_000913.3	+	282248	282278	-29	ID=cds262;Parent=gene274;Dbxref=ASAP:ABE-0000921,UniProtKB/Swiss-Prot:P75682,Genbank:NP_414802.2,EcoGene:EG13344,GeneID:944925;Name=NP_414802.2;Note=putative lyase/synthase;gbkey=CDS;gene=yagE;product=2-keto-3-deoxy gluconate (KDG) aldolase%3B CP4-6 prophage;protein_id=NP_414802.2;transl_table=11	
thrL_8	NC_000913.3	+	285407	285395	13	ID=cds264;Parent=gene276;Dbxref=ASAP:ABE-0000929,UniProtKB/Swiss-Prot:P75683,Genbank:NP_414804.1,EcoGene:EG13346,GeneID:944947;Name=NP_414804.1;Note=putative permease;gbkey=CDS;gene=yagG;product=CP4-6 prophage%3B putative sugar transporter;protein_id=NP_414804.1;transl_table=11	
yaaA_10	NC_000913.3	-	289162	289162	0	ID=cds266;Parent=gene278;Dbxref=ASAP:ABE-0000933,UniProtKB/Swiss-Prot:P77300,Genbank:NP_414806.1,EcoGene:EG13349,GeneID:945016;Name=NP_414806.1;Note=putative regulator;Ontology_term=GO:0006350,GO:0016564;gbkey=CDS;gene=yagI;go_function=transcription repressor activity|0016564||;go_process=transcription|0006350||;product=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;protein_id=NP_414806.1;transl_table=11	
yaaA_9	NC_000913.3	-	289163	289162	-1	ID=cds266;Parent=gene278;Dbxref=ASAP:ABE-0000933,UniProtKB/Swiss-Prot:P77300,Genbank:NP_414806.1,EcoGene:EG13349,GeneID:945016;Name=NP_414806.1;Note=putative regulator;Ontology_term=GO:0006350,GO:0016564;gbkey=CDS;gene=yagI;go_function=transcription repressor activity|0016564||;go_process=transcription|0006350||;product=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;protein_id=NP_414806.1;transl_table=11	
yaaX_4.rev	NC_000913.3	-	290308	290305	-3	ID=cds267;Parent=gene279;Dbxref=ASAP:ABE-0000939,UniProtKB/Swiss-Prot:P06960,Genbank:NP_414807.1,EcoGene:EG10067,GeneID:944844;Name=NP_414807.1;Note=ornithine carbamoyltransferase 2%2C chain F;Ontology_term=GO:0005737,GO:0006526;gbkey=CDS;gene=argF;go_component=cytoplasm|0005737||;go_process=arginine biosynthetic process|0006526||;product=ornithine carbamoyltransferase 2%2C chain F%3B CP4-6 prophage;protein_id=NP_414807.1;transl_table=11	
thrA_8	NC_000913.3	-	290320	290305	-15	ID=cds267;Parent=gene279;Dbxref=ASAP:ABE-0000939,UniProtKB/Swiss-Prot:P06960,Genbank:NP_414807.1,EcoGene:EG10067,GeneID:944844;Name=NP_414807.1;Note=ornithine carbamoyltransferase 2%2C chain F;Ontology_term=GO:0005737,GO:0006526;gbkey=CDS;gene=argF;go_component=cytoplasm|0005737||;go_process=arginine biosynthetic process|0006526||;product=ornithine carbamoyltransferase 2%2C chain F%3B CP4-6 prophage;protein_id=NP_414807.1;transl_table=11	
yaaX_9	NC_000913.3	+	290425	290429	-3	ID=cds268;Parent=gene280;Dbxref=EcoGene:EG14492,GeneID:7751632;Note=pseudogene;gbkey=CDS;gene=ykgS;pseudo=true;transl_table=11	
yaaX_4.rev	NC_000913.3	-	294802	294799	-3	ID=cds274;Parent=gene286;Dbxref=ASAP:ABE-0000972,UniProtKB/Swiss-Prot:P71296,Genbank:NP_414813.1,EcoGene:EG13552,GeneID:944959;Name=NP_414813.1;gbkey=CDS;gene=yagM;product=CP4-6 prophage%3B uncharacterized protein;protein_id=NP_414813.1;transl_table=11	
yaaX_5.rev	NC_000913.3	-	294803	294799	-4	ID=cds274;Parent=gene286;Dbxref=ASAP:ABE-0000972,UniProtKB/Swiss-Prot:P71296,Genbank:NP_414813.1,EcoGene:EG13552,GeneID:944959;Name=NP_414813.1;gbkey=CDS;gene=yagM;product=CP4-6 prophage%3B uncharacterized protein;protein_id=NP_414813.1;transl_table=11	
thrL_4	NC_000913.3	-	300940	300934	-6	ID=cds280;Parent=gene293;Dbxref=ASAP:ABE-0000988,UniProtKB/Swiss-Prot:P77489,Genbank:NP_414818.1,EcoGene:EG13557,GeneID:944961;Name=NP_414818.1;gbkey=CDS;gene=paoC;product=PaoABC aldehyde oxidoreductase%2C Moco-containing subunit;protein_id=NP_414818.1;transl_table=11	
thrA_2	NC_000913.3	-	309340	309332	-8	ID=cds287;Parent=gene300;Dbxref=ASAP:ABE-0001005,UniProtKB/Swiss-Prot:P77802,Genbank:NP_414825.1,EcoGene:EG13563,GeneID:947606;Name=NP_414825.1;Note=putative enzyme;gbkey=CDS;gene=ecpC;product=ECP production outer membrane protein;protein_id=NP_414825.1;transl_table=11	
thrB_6	NC_000913.3	-	311335	311336	1	ID=cds290;Parent=gene303;Dbxref=ASAP:ABE-0001011,UniProtKB/Swiss-Prot:P71301,Genbank:NP_414828.1,EcoGene:EG14324,GeneID:944966;Name=NP_414828.1;Note=putative regulator;gbkey=CDS;gene=ecpR;product=putative transcriptional regulator for the ecp operon;protein_id=NP_414828.1;transl_table=11	
yaaX_6	NC_000913.3	-	311365	311336	-29	ID=cds290;Parent=gene303;Dbxref=ASAP:ABE-0001011,UniProtKB/Swiss-Prot:P71301,Genbank:NP_414828.1,EcoGene:EG14324,GeneID:944966;Name=NP_414828.1;Note=putative regulator;gbkey=CDS;gene=ecpR;product=putative transcriptional regulator for the ecp operon;protein_id=NP_414828.1;transl_table=11	
thrL_0	NC_000913.3	-	312771	312777	6	ID=cds293;Parent=gene306;Dbxref=ASAP:ABE-0001021,UniProtKB/Swiss-Prot:P0A7N1,Genbank:NP_414830.1,EcoGene:EG14326,GeneID:944960;Name=NP_414830.1;gbkey=CDS;gene=ykgM;product=50S ribosomal protein L31 type B%3B alternative zinc-limitation L31 protein;protein_id=NP_414830.1;transl_table=11	
thrC_3.rev	NC_000913.3	-	313229	313242	13	ID=cds294;Parent=gene307;Dbxref=UniProtKB/Swiss-Prot:C1P5Z8,Genbank:YP_002791238.1,EcoGene:EG14476,GeneID:7751635;Name=YP_002791238.1;gbkey=CDS;gene=ykgR;product=uncharacterized protein;protein_id=YP_002791238.1;transl_table=11	
thrC_4.rev	NC_000913.3	-	313230	313242	12	ID=cds294;Parent=gene307;Dbxref=UniProtKB/Swiss-Prot:C1P5Z8,Genbank:YP_002791238.1,EcoGene:EG14476,GeneID:7751635;Name=YP_002791238.1;gbkey=CDS;gene=ykgR;product=uncharacterized protein;protein_id=YP_002791238.1;transl_table=11	
thrC_9.rev	NC_000913.3	+	314350	314357	-6	ID=cds296;Parent=gene309;Dbxref=ASAP:ABE-0001025,UniProtKB/Swiss-Prot:P36943,EcoGene:EG12161,GeneID:944957;Note=pseudogene%2C attaching and effacing protein homology%3Bfactor%3B Not classified;Ontology_term=GO:0009274,GO:0009279;gbkey=CDS;gene=eaeH;go_component=peptidoglycan-based cell wall|0009274||,cell outer membrane|0009279||;pseudo=true;transl_table=11	
yaaX_5	NC_000913.3	+	315307	315291	17	ID=cds297;Parent=gene310;Dbxref=ASAP:ABE-0001028,UniProtKB/Swiss-Prot:P0CF66,Genbank:NP_414832.2,EcoGene:EG40005,GeneID:944952;Name=NP_414832.2;gbkey=CDS;gene=insE1;product=IS3 transposase A;protein_id=NP_414832.2;transl_table=11	
yaaX_6	NC_000913.3	+	315308	315291	18	ID=cds297;Parent=gene310;Dbxref=ASAP:ABE-0001028,UniProtKB/Swiss-Prot:P0CF66,Genbank:NP_414832.2,EcoGene:EG40005,GeneID:944952;Name=NP_414832.2;gbkey=CDS;gene=insE1;product=IS3 transposase A;protein_id=NP_414832.2;transl_table=11	
thrL_4.rev	NC_000913.3	-	318314	318319	5	ID=cds301;Parent=gene314;Dbxref=ASAP:ABE-0001038,UniProtKB/Swiss-Prot:P75685,Genbank:NP_414835.2,EcoGene:EG13579,GeneID:944974;Name=NP_414835.2;gbkey=CDS;gene=rclC;product=reactive chlorine species (RCS) stress resistance inner membrane protein;protein_id=NP_414835.2;transl_table=11	
thrB_0	NC_000913.3	+	320216	320227	-10	ID=cds304;Parent=gene317;Dbxref=ASAP:ABE-0001054,UniProtKB/Swiss-Prot:P77379,Genbank:NP_414839.1,EcoGene:EG13581,GeneID:945616;Name=NP_414839.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=rclR;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=reactive chlorine species (RCS)-specific activator of the rcl genes;protein_id=NP_414839.1;transl_table=11	
thrB_1	NC_000913.3	+	320217	320227	-9	ID=cds304;Parent=gene317;Dbxref=ASAP:ABE-0001054,UniProtKB/Swiss-Prot:P77379,Genbank:NP_414839.1,EcoGene:EG13581,GeneID:945616;Name=NP_414839.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=rclR;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=reactive chlorine species (RCS)-specific activator of the rcl genes;protein_id=NP_414839.1;transl_table=11	
thrB_2	NC_000913.3	+	320218	320227	-8	ID=cds304;Parent=gene317;Dbxref=ASAP:ABE-0001054,UniProtKB/Swiss-Prot:P77379,Genbank:NP_414839.1,EcoGene:EG13581,GeneID:945616;Name=NP_414839.1;Note=putative ARAC-type regulatory protein;Ontology_term=GO:0006350,GO:0016563;gbkey=CDS;gene=rclR;go_function=transcription activator activity|0016563||;go_process=transcription|0006350||;product=reactive chlorine species (RCS)-specific activator of the rcl genes;protein_id=NP_414839.1;transl_table=11	
