PNA ID	Chromosome ID	Alignment Strand	Alignment Start	Feature Start	Alignment to STC	Feature Info
yaaA_9	NC_000913.3	-	6460	6459	-1	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_8	NC_000913.3	-	6461	6459	-2	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_7	NC_000913.3	-	6462	6459	-3	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_6	NC_000913.3	-	6463	6459	-4	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_5	NC_000913.3	-	6464	6459	-5	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_4	NC_000913.3	-	6465	6459	-6	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_3	NC_000913.3	-	6466	6459	-7	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_2	NC_000913.3	-	6467	6459	-8	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_1	NC_000913.3	-	6468	6459	-9	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
yaaA_0	NC_000913.3	-	6469	6459	-10	ID=cds5;Parent=gene5;Dbxref=ASAP:ABE-0000018,UniProtKB/Swiss-Prot:P0A8I3,Genbank:NP_414547.1,EcoGene:EG10011,GeneID:944749;Name=NP_414547.1;gbkey=CDS;gene=yaaA;product=peroxide resistance protein%2C lowers intracellular iron;protein_id=NP_414547.1;transl_table=11	
thrB_10	NC_000913.3	-	3444563	3444539	-24	ID=cds3238;Parent=gene3363;Dbxref=ASAP:ABE-0010819,UniProtKB/Swiss-Prot:P02413,Genbank:NP_417760.1,EcoGene:EG10876,GeneID:947798;Name=NP_417760.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 340263;gbkey=CDS;gene=rplO;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L15;protein_id=NP_417760.1;transl_table=11	
thrB_9	NC_000913.3	-	3444564	3444539	-25	ID=cds3238;Parent=gene3363;Dbxref=ASAP:ABE-0010819,UniProtKB/Swiss-Prot:P02413,Genbank:NP_417760.1,EcoGene:EG10876,GeneID:947798;Name=NP_417760.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 340263;gbkey=CDS;gene=rplO;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L15;protein_id=NP_417760.1;transl_table=11	
thrL_8	NC_000913.3	+	3884333	3884336	-2	ID=cds3650;Parent=gene3785;Dbxref=ASAP:ABE-0012115,UniProtKB/Swiss-Prot:P0A7P5,Genbank:NP_418158.1,EcoGene:EG10892,GeneID:948216;Name=NP_418158.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 783033%2C10739205;gbkey=CDS;gene=rpmH;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L34;protein_id=NP_418158.1;transl_table=11	
